	GSM679849_17A.CEL	GSM679847_9A.CEL	GSM679848_13A.CEL	GSM679850_10B.CEL	GSM679862_13B.CEL	GSM679861_12A.CEL
203016_s_at	7.94074925781277	8.04769592973401	8.06283317021729	8.09319680812547	7.74214105924408	8.01602635283367
203017_s_at	7.80069555881085	7.91739039229242	7.93646888740376	7.91739039229242	7.51951043475074	7.7594212575
203018_s_at	7.42703561810544	7.45940754817895	7.36966710148599	7.40656283108313	6.91408622793314	7.30956314530309
203019_x_at	6.69528490817139	6.97077710433502	6.74121386280859	6.67324032389009	6.364896010183	6.55434219351224
203020_at	7.96838930010745	7.99199142350194	7.92542427547134	7.50173990311252	7.73471969720776	7.8794478544261
203021_at	4.96329672874829	4.69282247145544	4.70906058914124	4.91860650203947	4.90747066546817	4.69805888516605
203022_at	9.81569023962063	9.96433614643251	9.88489931908537	9.82192873302114	9.06718127338387	8.87584162618059
203023_at	8.34595289899526	7.96253390567641	8.22578919782691	8.40990330730734	6.58112417389267	7.20030909342538
203024_s_at	9.83964359592318	9.95808735244342	9.89736637998368	9.85118588842194	10.0966154777788	10.183882600659
203025_at	8.95406422068107	8.82209280926465	8.86662884660417	8.97209647565175	8.82527686486308	8.69105615323873
203026_at	8.75239668440339	8.79729778205501	8.82164250916805	8.86156720197404	8.61507787189703	8.38526146077039
203027_s_at	5.77385589622444	5.34251252768777	5.62319449497954	5.48141594862192	5.85744914627535	5.74864047730275
203028_s_at	7.53865046801174	8.06359156924987	7.60203051807549	8.00418974210261	8.4712412680941	8.42570003143484
203029_s_at	4.35969208419068	4.44970289731842	4.50675769691176	4.30737493325534	4.45926171009677	4.58001287058191
203030_s_at	3.64455554357756	3.77986582088109	3.72700125512543	3.65946107968518	3.64041913019499	3.70141880529756
203031_s_at	8.00056350436182	8.23877885917402	8.33508087780139	8.05948408874625	8.11408067672416	7.92130365898114
203032_s_at	6.67282314062407	6.59092719848442	6.59913513789464	6.79929341866113	5.89626355639678	5.97889572048161
203033_x_at	9.73825350147502	9.6720799185083	9.66195621676748	9.50923747443122	8.92659254249867	9.11530383462129
203034_s_at	12.8605237800105	12.8919520983943	12.9180106961099	12.9471681400864	13.0662626548886	12.8891793847009
203035_s_at	7.03616401958658	7.08928866005482	7.16423313925144	6.86186406225941	7.21888024906979	7.42292030046427
203036_s_at	5.13242053963836	5.10914634449321	5.22285543265204	5.35898892340349	5.42684490669093	5.37489033136157
203037_s_at	7.28827082829206	8.00494485252967	7.56497925011422	7.69570891698898	8.94283240181715	8.4088046839079
203038_at	10.664778632099	10.9299787350961	10.7430990380375	10.4333122036697	10.1418631432978	10.2323144659136
203039_s_at	9.45302100694941	9.58477610263721	9.53936487776488	9.51762868934132	8.98350701979832	9.10529746620485
203040_s_at	8.8699540090941	8.73581062573433	8.88427986544254	8.90964942025582	8.06580857218712	8.27208995908325
203041_s_at	8.99627891889322	9.28620420117036	8.94223411505005	9.16515139314239	9.93011921158723	9.97211989860017
203042_at	8.13151408963554	8.45358266929862	8.14601708844378	8.29813900955833	9.01749405363377	9.22997919032241
203043_at	8.96010468905088	9.10009698590138	8.98660058260204	9.10326213942609	9.0276671114582	8.92742416034891
203044_at	10.0586016006819	10.1315405580813	10.0367956712321	9.98075640539061	10.205687086995	10.3653242001198
203045_at	6.44793734590458	6.42107273845345	6.36015042000344	6.43743460157205	7.23040395231273	6.90899599854706
203046_s_at	9.4789164849582	9.64975999009011	9.5455214545176	9.24025766735151	8.5556068763068	8.74507786002752
203047_at	5.81105874233792	5.72760448627941	5.6810262292593	5.90144267320366	6.10972452368407	6.18526151834166
203048_s_at	8.79365752957061	8.93867263192963	8.84409035892926	8.69010012398785	8.98586446355828	9.01491522432844
203049_s_at	9.74456040672879	9.73054431502562	9.44898090030964	9.26963970834935	9.3355993774771	9.74513838638595
203050_at	9.24261840942681	9.36434830967262	9.16432037356333	9.06231605688996	9.27809919830093	9.2794601639031
203051_at	7.19376263635498	7.21028954296429	7.18060531528257	7.08098119354726	6.7202025790856	6.90699549468611
203052_at	4.48686543668475	4.74762559172502	4.40033041521511	4.52020421908043	4.43180113530095	4.54246505628749
203053_at	10.0151541278112	9.95567214203019	10.1700948743967	9.95260838964586	9.49205347865344	9.47970026086517
203054_s_at	7.17005725936309	7.17130648277101	7.32380481919169	7.15145686981297	8.05627573714217	7.67265767596687
203055_s_at	7.07251225452979	7.08125800970577	7.10956962370091	7.26202809552062	7.0628932710551	7.11927202848402
203056_s_at	6.3715855045971	6.43881264410781	6.4819122831612	6.34459200929803	6.08452286587677	5.94485870291442
203057_s_at	9.14863595642416	9.41139134572917	9.22067745623207	8.85294663373188	8.75119944462015	8.86704050793156
203058_s_at	6.98652923667438	6.36068611756552	7.09019518450853	6.43655672782194	8.33053650701359	8.41477892714502
203059_s_at	6.06755216357256	5.88508649640906	6.17379871705791	5.88990931140835	7.38154483414913	7.12515524442403
203060_s_at	8.2871199703704	7.89593858255589	8.36660622041735	7.51313694855499	9.57785530776004	9.84904455908946
203061_s_at	6.36294278839505	6.65265877671625	6.655385503136	6.50250471256115	6.2344103918086	6.32634242593172
203062_s_at	8.07229641996255	8.24386268964756	8.13009602216868	7.77008948186479	7.63530121404617	7.97895371356864
203063_at	8.73271769282177	8.82527686486307	8.62272355738362	8.82675766155115	8.04379871430392	8.02381946124838
203064_s_at	8.55342125890187	8.61507787189703	8.54266557752788	8.52086294269717	8.38560776563269	8.42064268437371
203065_s_at	12.1652828209724	12.1854881305801	12.2111347349803	12.4611576796405	11.2657650261643	11.2943711763804
203066_at	6.35282605051262	7.62302036747398	6.58412625178121	6.93981859537537	8.24563931628601	8.18887223939832
203067_at	9.93898257903444	9.89531784857315	9.95426645621794	9.837640744365	9.39038397041996	9.5276403025889
203068_at	6.78791225188979	6.58966047716802	6.83402241774442	6.44384011332148	6.28085785832437	6.60873877164917
203069_at	6.64614914134936	6.82516482630213	6.72455089350996	6.95578029292825	7.08220221170449	7.04649193919482
203070_at	3.83525146930778	3.6159613695708	3.49021541787094	3.96112041669684	3.62426383228072	3.44438028949148
203071_at	4.44692752541792	4.41912223481954	4.2308539972768	4.63221612366785	4.90623496388886	4.77209986452597
203072_at	5.29266529443947	4.76623908096306	5.57194352425372	5.44596648307306	6.78893017641271	6.93990342538816
203073_at	8.36311270572195	8.25467328065976	8.28377374223235	8.196021826537	7.87594790821194	7.92639490488006
203074_at	4.72060802815404	4.59383832044467	4.60465829175338	4.77083266839399	4.77086738126936	4.73320615381376
203075_at	8.23816724133174	7.9487862901744	8.4320567705511	7.91932504964112	8.21248313305355	8.13180749756913
203076_s_at	8.22352558339652	8.33518447230056	8.24908020149395	8.29700530789875	8.60334623305666	8.22474456758725
203077_s_at	7.66619704709441	7.47684755507309	7.68376731053287	7.40190072787944	7.5220763645925	7.64640900501472
203078_at	6.6232677591333	6.40317483293157	6.69859514043046	6.51590500687933	5.07586005665763	5.80133143773814
203079_s_at	8.58914472108995	8.52960166250166	8.6721382928545	8.6184017946109	8.07250544611217	8.20857368714402
203080_s_at	7.93285200462847	8.25386772115424	7.87421464709844	7.81495177093713	8.6740030824921	8.72587610566094
203081_at	6.89923312185726	7.24202072101496	6.96014383634756	7.02673071131199	7.5006428232467	7.13982905257449
203082_at	9.27680859100523	9.29187818434985	9.26155391255165	9.00747715004299	8.58380624698467	8.92622873784756
203083_at	3.25253982198121	3.59856516362626	3.42301768377502	3.53855547688229	3.41149611697325	3.43357315784757
203084_at	4.00954899069169	4.51960181304422	4.3852851759766	4.50802889298458	4.2928329288014	4.64172761243077
203085_s_at	8.00984339443454	8.62191312003217	8.07046128463328	8.9091882030932	9.718703074792	9.47772774706621
203086_at	6.82578530625111	6.79011477233388	7.06321265631856	6.88152382613551	6.38544068321121	6.33182434095109
203087_s_at	9.87587135062217	9.79970245235018	9.8491599003772	9.69447528383501	9.26567851246952	9.30201596833571
203088_at	8.27322917095618	7.6348785990521	8.6278021597717	7.74505553468714	9.52805678427491	9.38589294329874
203089_s_at	8.40201725513162	8.22847903174581	8.43671298272849	8.58424123309631	8.82650072694113	8.71294328350258
203090_at	8.07951416585793	8.218675355952	8.16205748389956	8.28234225064259	8.76170551665009	8.65949937450301
203091_at	8.24305094743954	8.30774219972509	8.46211235354349	8.64713661587844	7.16380354538897	7.29370692291379
203092_at	7.52328175503643	7.28243518904526	7.59316615426969	7.23611396350479	6.6728350560174	6.93106429094257
203093_s_at	8.67048373122304	8.5220592749643	8.70482243256786	8.74892249771996	7.81340144903275	8.26040148732352
203094_at	8.7285788774673	8.71374369487907	8.68384840959163	8.69300990814221	8.36418492626436	8.39002301206508
203095_at	9.43813195786791	9.51860292828694	9.51728548238271	9.59761809534276	8.65200842478827	8.56472408494089
203096_s_at	8.96702593041108	8.70641160951572	9.08820847855017	9.01643697239321	9.50173831423902	9.47556522376378
203097_s_at	10.0813829939838	9.89818925655175	10.1933063825221	10.0328030842331	10.4944556245322	10.7147532673851
203098_at	8.85820983730729	8.84265417197023	8.89991506140388	8.60853140146603	8.43819478754132	8.46805739619571
203099_s_at	7.50317610420194	7.52176339323416	7.52061821536542	7.36788937633967	7.1611126807691	7.0305368228852
203100_s_at	7.27406327860676	7.37285395877727	7.39546719473729	7.45767772951326	7.02990805622512	6.98269013463641
203101_s_at	4.89299395256394	4.85988383959744	4.91165598006693	5.11738992801428	5.06030688100134	4.86492055543704
203102_s_at	9.81431478139225	9.84722365302686	9.81451190258345	9.81011503916834	9.87804402334897	10.2215638345417
203103_s_at	9.1259896633022	9.00058600805038	9.37134940441171	9.19036788457524	8.71014153364712	8.80813070376051
203104_at	4.18780987988674	4.30873308077905	4.01590805115785	4.27416473130479	4.42274778355109	4.48260100249685
203105_s_at	9.90754168162776	9.93531242235525	9.9763422928008	9.93971078620078	9.45153948349713	9.4490839077064
203106_s_at	3.25113718511919	3.07657950083093	3.48790771359734	2.96106488562126	3.33114806978641	3.19632910093213
203107_x_at	13.7138805051739	13.6909778998113	13.7078722448492	13.6714097221965	13.6108805007858	13.5767430642976
203108_at	4.72480908490749	4.28784028017581	4.74467054245527	5.07865307970179	7.8833613175014	7.84452235674349
203109_at	9.20962159738146	9.20794015893672	9.29638095171039	9.71955996772143	9.2246527120967	9.09669167008468
203110_at	4.3467003548209	4.49887400690692	4.54992711707862	4.51221246746391	4.40809061775985	4.1592791393356
203111_s_at	5.1999127062543	5.12834119920613	5.04599839596395	5.17843392587382	5.29790264914776	5.1110957168597
203112_s_at	7.6381860109845	7.66227654381491	7.89239109236544	7.64577858074565	6.96112142995737	6.98603175257377
203113_s_at	11.7180047948343	11.6820143227696	11.7521091037733	11.6792674963977	11.8197269172593	11.5785646911205
203114_at	9.64590462618475	9.34081446999911	9.77819287213353	9.63952161930648	9.08831562895613	9.04363340707637
203115_at	6.43321167512636	6.52788839453137	6.6138892231293	6.28298675549927	6.07153022503424	5.92509552398822
203116_s_at	8.14567785350819	8.14601708844378	8.18433161406377	7.98814897596504	7.50379300277669	7.50379300277669
203117_s_at	7.22229076298584	7.56989607018456	7.25635170890145	6.93875157905832	7.14453744206606	7.23332169739013
203118_at	6.87640423454768	6.89949270838553	6.8467434994568	6.81795091103054	7.04089775359	7.38456801766218
203119_at	10.2101896714778	9.99926450829553	10.3375156953504	10.506010312599	9.04805712334339	9.46609282744464
203120_at	9.17751241974836	9.29518643290175	9.19087355478126	9.09606682031665	9.06592249417508	9.06594683246301
203122_at	7.71533244459945	7.8247331644631	7.81243560037187	7.64631771176882	7.74875977476395	7.87072643963956
203123_s_at	7.1112648666006	7.15895267393824	7.23402696312569	7.21402646394796	6.22746841221178	6.24533273032758
203124_s_at	7.55871158280008	7.11218863552651	7.48889522805882	7.17000870850102	5.86431206599806	5.9944364323798
203125_x_at	6.89711000158822	6.92121289434658	6.98667913756665	7.18374985226035	6.91919279321178	6.75954269298637
203126_at	7.77445912207229	7.994042699547	7.95488468863445	7.80883902833869	7.38858256976619	7.14857359979651
203127_s_at	7.49383367330931	7.57692526434954	7.40198412889912	7.17474920317015	7.88528970342623	8.25065724012206
203128_at	5.56903855102284	5.66129015037644	5.51555547217662	5.09419666628415	5.83247186899005	6.04795844420939
203129_s_at	4.04481664986473	4.18617128786851	3.97702894221405	4.27081508094559	6.57414963543827	5.98633285112231
203130_s_at	5.17453839655038	5.46026808433606	5.1154987479954	5.57161019962081	8.31402850944619	8.31106715196908
203131_at	4.08909342677527	4.30099405920282	4.08234861381163	4.01641798860945	9.65294043574108	9.10623698548929
203132_at	9.3100289416519	9.29943702448543	9.13108622339364	8.95874421009687	8.7049687892639	9.12112756856089
203133_at	11.4967050460805	11.3969973936665	11.4878199182718	11.5386839493687	11.9458384613922	11.8138160446306
203134_at	4.92046526105367	4.78867088306596	5.11293954119723	5.17904864237769	5.10243741434804	5.26106202123258
203135_at	8.13038052559431	7.9294699993772	7.95403448720982	7.96154622359147	7.66723781355411	7.70546613606647
203136_at	9.8757517398181	10.1993860808475	9.88998561197451	10.1830531141458	11.2837616701955	10.9693992778883
203137_at	10.3344605131439	10.1302279016696	10.2644000173736	10.4058601032953	10.2860580988534	10.2356294889531
203138_at	10.5488367004151	10.7175280614316	10.6235385070155	10.7801610672221	10.0581270684676	9.93621371046925
203139_at	11.2797764330124	11.651954803769	11.316221835498	11.1503112823642	9.63163698795608	9.58203786488473
203140_at	8.02937932242621	8.23855476719852	8.07831025390584	7.98289234683048	9.28563342676568	9.07016848953294
203141_s_at	6.3331557181469	6.58928323939756	6.2368992618933	6.46246395295975	6.74257942496075	6.35758607674266
203142_s_at	8.75985231497523	8.81732165006801	8.79463208691125	8.70755279902583	9.20460842901222	9.1038634173235
203143_s_at	4.2214178120909	4.13246030803492	4.17841633204073	4.17240116221529	4.13246030803492	4.36224214692428
203144_s_at	3.48006342733314	3.35660896456605	3.16810038556112	3.35070510565315	3.33639076340405	3.23150168534406
203145_at	9.74139955494974	9.99714110808693	9.81780767712772	9.48062384435677	8.28849349338202	8.66727121971134
203146_s_at	6.41076394722044	6.84189066240853	6.38725539327152	6.47003467926976	6.26681998925969	6.66897404552725
203147_s_at	4.05099694051083	3.99676816224364	3.71155971743772	3.62618014629803	3.98658688771169	3.84080308101778
203148_s_at	4.70091656887217	4.68131973092654	4.78610238020586	4.84313109305114	4.76095310712532	5.24748161051553
203149_at	7.90448416379877	7.50739055564673	7.94508805279126	7.96957795085928	7.80190404516503	7.86779174543748
203150_at	9.54490939070849	9.25242053748281	9.47027172406772	9.53161779895686	9.17249530227849	9.21643189135038
203151_at	8.29282188786451	8.66847448819571	8.3326819100814	7.96518672546161	9.27723970323379	9.55432953428717
203152_at	8.74653883896303	8.62639102074255	8.80744756121818	8.48676342004708	8.64979328495086	8.425929751967
203153_at	4.34570600337469	4.44458779790383	4.15749870617905	3.85700168894563	5.06281021528889	4.8653544963294
203154_s_at	8.31183200374217	8.13688359255818	8.3391883430531	8.27137428968378	8.14386623997573	7.88704107541607
203155_at	7.55419433090419	7.65395992778136	7.6177231970245	7.34577074512707	7.76777973982571	7.50489661457664
203156_at	8.2292995613234	8.51831835277847	8.26178157396486	8.09733553215925	8.31892710879037	8.72939419130077
203157_s_at	5.2432568737423	5.30960637735854	5.21361416812825	5.18557674942845	5.49943683102318	5.98259046242558
203158_s_at	5.25911705423216	5.54516628950793	5.33058774340285	5.49146781211365	6.14159650202606	5.84658690818294
203159_at	6.78750714751496	6.85749712166044	6.8634921987326	6.40192907503922	7.80042934118021	8.00873269389239
203160_s_at	8.4428824020825	8.2839727694708	8.46396927173726	8.28118750877055	8.2661040458164	8.24394559948448
203161_s_at	3.2403931269855	3.13976977434552	3.3509394831179	3.54248059279891	3.17455016430628	3.27626688387537
203162_s_at	7.89500800420552	7.9394557251545	8.09228616185965	8.09812562517993	7.76171357074967	7.70388943907449
203163_at	6.43198481141579	6.48239571587956	6.6202001012875	7.00635443630926	6.31492601035151	6.44102562858868
203164_at	7.80312229158449	8.08920902370791	7.95283836079517	7.86298471309501	8.0071846122935	8.44379631268469
203165_s_at	6.47015086865284	6.60357571492358	6.57171234769749	6.24304570067627	6.64087626404674	6.73321225469148
203166_at	9.49166069168469	9.65204015986951	9.57343385995928	9.40992241875565	9.09351958162909	8.94460383231213
203167_at	8.45067889839897	8.27581526021434	8.52563340753224	8.5474522749286	9.51753818997145	9.24381182120721
203168_at	5.78608602127289	5.89196055604497	5.61313471880647	5.81209812307103	5.80992916630951	5.77522649140466
203169_at	6.89650911597753	7.03472657808616	6.87926779666876	6.82139803220092	7.22421685551948	7.10523119393015
203170_at	2.48981369368642	3.0787980538629	2.84438206436309	3.03566008309657	2.75744679124518	2.71221353911591
203171_s_at	6.86225272683035	6.77729475424306	6.96209325577191	6.92666363109293	6.42234533021781	6.4457052525396
203172_at	7.72356744385315	7.69336157917212	7.68101613317267	8.01212763201784	7.4915245076429	7.56006311749387
203173_s_at	7.82923387921721	8.11239506825025	7.83649145872448	7.5295927782558	8.24568244923871	8.12736616858006
203174_s_at	6.02632726834855	5.89279000479981	5.96961227693674	6.30916327726885	6.24937541944094	6.21059457175503
203175_at	6.99548464261577	6.87843628940415	6.99548464261577	7.09991129925436	7.3730102154426	7.21796634255839
203176_s_at	9.09502410655006	8.9325336360569	9.30673102101951	9.22226536889744	7.66255666813372	7.81121418781156
203177_x_at	10.2816333323619	10.075445251982	10.2195399969572	10.139512175951	8.77530413456656	9.18555198076732
203178_at	3.43914900059867	3.75568929860524	3.38644796257014	3.37521569304423	2.43936519873234	2.45568175838631
203179_at	6.77034611633684	6.87246166451983	6.93996321522113	6.64186065431457	7.00674695521666	6.96580925369219
203180_at	3.58871206797355	4.63147031240299	3.92840725656378	3.89394953387215	5.48154847540152	4.82158663245222
203181_x_at	8.39492454274063	8.54441523781084	8.56929227436299	8.54792279509051	8.20276700235872	8.19059324848209
203182_s_at	9.06142204100854	9.10787296551102	8.99951729099979	8.80660335790614	8.44464840954749	8.58731048180944
203183_s_at	6.32910470789607	6.34455349401429	6.47252710223646	6.31883078944477	5.93872450247591	6.24292406183872
203184_at	10.838685063102	10.8025354223584	10.8685165909559	10.5673036154115	10.7951047149903	10.9437633852055
203185_at	4.50210384280099	4.46539733930538	4.73735532153585	3.89024130456625	4.32077507929835	4.36880538112274
203186_s_at	7.63424889611582	7.87303397370904	7.6287386187988	8.10640025486274	11.3067423779678	11.0418845117091
203187_at	6.81442927466173	6.85507623616001	6.90207371132582	6.42269313693286	7.49161748994073	7.32703574319709
203188_at	9.54146336530477	9.67851301473094	9.62018144905775	9.50664326851036	9.39722845759463	9.27813449966903
203189_s_at	8.67101194385473	8.68673054620747	8.78019543191339	8.68673054620747	8.45454648697392	8.38174830371039
203190_at	9.36192988635963	9.41205503595903	9.52466254121918	9.41479158077162	9.37634250656182	9.20593899647832
203191_at	3.87667323373542	3.74440075160169	3.78623684323548	3.75092462390182	3.84729443362317	3.90017410942312
203192_at	7.44981646268165	7.7931726274447	7.59195869275978	7.19715955912558	7.42946565297988	7.77650207522984
203193_at	5.93279057101146	5.80898308072461	6.01901501049556	6.14233174055784	5.62507203496703	5.82333372672754
203194_s_at	7.3808365690819	7.34793102172461	7.40598017997216	7.12933857674452	7.05076687763085	7.06464593214074
203195_s_at	7.21738886093434	7.31076433720335	7.28798042886472	7.10335960451687	6.59707421410885	7.20595851488109
203196_at	8.37783505598638	7.76954450277707	8.21399530035283	8.21639269965246	8.44031239605956	8.52133874556765
203197_s_at	8.6238556927681	8.60741683202398	8.65238709128225	8.31014629546062	8.47105715533781	8.37001818573838
203198_at	7.24856777310803	7.15631874556762	7.19304701616276	7.2894381690257	7.47943942591069	7.18477263977768
203199_s_at	7.79021579337948	7.73302075503053	8.01897533136399	7.84094969556388	7.3510865596623	7.58599806768103
203200_s_at	7.89007101592064	7.68373542748695	7.90077037542619	7.71410420891123	7.20140545417043	7.60955064628602
203201_at	8.03773579948896	7.74320471216865	7.9580404034929	8.11939156294609	7.83011046274582	8.19322351841558
203202_at	9.09886843771155	8.96301194385432	9.16455185636452	9.06779348676356	8.64643448759574	8.71459876274677
203203_s_at	8.05581423727087	7.98189986457518	8.24227615161434	8.11226410475038	7.40422843600515	7.65823351159737
203204_s_at	7.3969133890429	7.30214158191941	7.32282959624853	7.36895330992598	7.47113334430252	7.26825058242673
203205_at	6.92744934085888	7.04049992740418	7.0083314022919	6.75583278884846	6.88441413977288	6.745767909682
203206_at	6.88618130952054	7.00115599583971	6.91262685414883	6.70306600526536	6.8455135391456	6.70309497674674
203207_s_at	8.93560794831302	8.70462987867532	8.9471986162495	9.05196217999227	8.05492087185068	8.0644401005399
203208_s_at	10.3916219997849	10.1467558360438	10.3532078643969	10.1561775682139	9.37963056792214	9.63332325472663
203209_at	9.96002751989276	9.82777686748033	9.96476323666326	9.70704630922609	8.6667542831274	8.95610756697787
203210_s_at	8.31006260267528	8.35640664036891	8.41334589594425	8.38918460231799	7.22205982442936	7.351815906297
203211_s_at	9.50036263703369	9.28370577219978	9.50931318411673	9.27269636940191	8.48719441730521	8.72044529799736
203212_s_at	7.44544493730783	7.51129677327483	7.77548887336154	7.32076143307485	6.87121080327925	6.88247503754295
203213_at	11.3360121341397	11.5013893879146	11.3909551427178	11.1099949235702	10.3629888786108	10.7706040476986
203214_x_at	10.664892316056	10.8713323890238	10.5733130855612	10.5874369153034	9.7493727603081	9.86832175375466
203215_s_at	4.2308539972768	5.02156741898497	4.36467368463048	4.52565139001602	6.30919206956741	6.10475629609635
203216_s_at	5.68273394339815	6.32129774473602	5.6576798328492	5.4417719618507	7.50151132417962	7.85628891586706
203217_s_at	8.29082274599486	8.22099555827024	8.27206553334365	8.25775242191577	8.23544535883654	8.22220784649667
203218_at	8.45142076975692	8.25707354741305	8.38429314237638	8.05854062107596	8.35227091945207	8.63638298251879
203219_s_at	8.10603290338709	8.12188569242543	8.23810503784737	8.1019495430351	8.16153449366806	7.91600854802969
203220_s_at	4.35359667718791	4.19782331936648	4.07671645260436	4.43349277247671	5.3076563248774	5.2821126100111
203221_at	7.69302232287856	7.63614130401503	7.78583752529187	6.87169124359885	9.027156203308	8.88743163327448
203222_s_at	5.6799497268355	5.63881999893437	5.7005456187414	4.91321981204642	7.1278394078451	6.62599296604603
203223_at	5.88723544542468	6.12157803765594	5.83196380276985	6.38915796609491	5.44272646139354	5.54226063024803
203224_at	8.45562436089573	8.01829298472439	8.53702553427408	8.48364343371945	7.5006428232467	7.93609014438405
203225_s_at	8.87552432322388	8.36389920457662	8.8985620323748	8.72348377852068	7.68120810154526	7.84016414334851
203226_s_at	6.81087101782761	7.00861548924057	6.9739513062595	6.99359901312623	7.26642076635483	6.85621633550145
203227_s_at	7.05461683220024	7.14293662630834	7.00888278179103	6.76521261540685	7.3519268136231	7.24107591637143
203228_at	9.433427354611	9.44206874837117	9.52269784706884	9.43080152756127	8.86330830115956	8.4203517956114
203229_s_at	8.72263022392745	8.8268228465474	8.70332413575284	8.58609062462285	8.87012859684562	8.9914533398509
203230_at	7.27391202845971	7.21841465764758	7.39052501466927	7.27787153780954	7.10514094459754	7.27787153780954
203231_s_at	5.84309078821842	6.37056315349153	6.08617259389621	6.22012152914176	7.70931403488835	7.52111107538488
203232_s_at	7.2445680510271	7.77875833429936	7.14057428960929	7.47924143019332	8.9076256389729	8.85361563684122
203233_at	6.51427416039857	6.81057495781864	6.65963934318779	6.77829634482834	7.59672236956933	8.10273124218909
203234_at	6.47609282251579	5.92063144825494	6.4791552198444	6.45381805709817	8.46552771434473	8.56520031407208
203235_at	8.00890356457882	8.2037040729811	8.16981740152382	8.21331794627352	7.56300563655792	7.80220709104412
203236_s_at	4.76952566595517	4.75522817757395	4.7531268645653	4.95859493871562	4.76952566595517	4.8441982651977
203237_s_at	4.96259706442114	4.8417312923535	4.61032560283279	5.1100832302043	4.88844029232747	4.88844029232747
203238_s_at	5.35966004447157	6.12615381725071	5.55578450675837	5.48930750128285	7.07607682045776	7.23252869435992
203239_s_at	7.02156783072001	7.17438398932224	7.13910527398539	7.16809132898813	6.69826807645009	6.73989732220615
203240_at	4.91811879292485	5.41402384890715	4.89371779703246	4.80760917974896	4.88911437389009	4.75469417656379
203241_at	7.69090010915398	7.56557577858907	7.7085811064733	7.41523299261065	7.56403661690721	7.63852290447059
203242_s_at	9.00547351069077	9.00964206043684	9.00045041854992	9.47899044262794	8.67197127499433	8.48824188674556
203243_s_at	10.8434137747417	10.8154113799276	10.8667385056187	11.1170312300159	10.5369141620923	10.7542194375723
203244_at	7.28057522086126	7.4282507701083	7.51770859620072	7.65495352710357	7.56664189384353	7.4145624414833
203245_s_at	7.19701383325543	6.97100832916884	7.24412604743283	7.4461574472222	7.67391111750427	7.49669255255421
203246_s_at	7.72805032046017	7.60271885158321	7.86318059222622	7.48039690926597	7.3510865596623	7.32264892139287
203247_s_at	9.62326719412373	9.75262349884847	9.75917434670145	9.56503999223567	9.53969171678725	9.42449410730451
203248_at	6.95985230109548	6.83599874258965	6.99990887270684	7.10892800510572	6.70489382070219	6.53559541816223
203249_at	5.99618651767445	6.20180608978257	6.07210826742317	6.08500922825115	6.11829190667731	6.30492742437481
203250_at	9.44455231767502	9.55538668049131	9.43794388829174	9.21639747611683	9.35110619057496	9.34084451750198
203252_at	7.89845029898139	7.75970784173392	8.00526997482121	7.96259130407304	8.67002190380643	8.44187403239594
203253_s_at	8.66319127290904	8.44118811144462	8.51977447338162	8.38426208392586	8.006393542378	8.27579223101481
203254_s_at	7.01792202982599	7.09880947585485	7.29403655017336	7.19709381875461	8.05934827454964	7.93231325712681
203255_at	9.24828405377921	9.46338785537684	9.34335694672328	8.90366293049599	8.53933672272424	8.98683744948208
203256_at	5.17069640178209	5.01826884638013	4.91312007813621	4.99614980628169	5.34210893107866	5.17991629876973
203257_s_at	8.80259407821878	8.92280886703265	8.83680820636983	8.80277893716391	9.65483252970201	9.32433222945681
203258_at	8.34977609789488	8.19418127312467	8.37306134174633	8.57011367955605	8.61047126794301	8.26985541273894
203259_s_at	9.63363962762107	9.52399573208337	9.70122684558137	9.50420221365695	9.3007146614313	9.24855392268679
203260_at	5.98731130010603	5.72389025402852	6.30475488921612	5.95473006875933	5.73895984737314	5.62335937148626
203261_at	10.1837331427674	10.3484329486453	10.282630813139	10.2821504112134	10.2417088432965	10.1168557529018
203262_s_at	8.95518670938956	8.97666585026639	9.03075634939681	8.88907946856444	9.5243061813979	9.51023720523063
203263_s_at	4.93989220030145	5.04740291829887	4.77620884998538	4.06890408759048	4.0017074362754	4.38333892856723
203264_s_at	4.42114253601124	4.44555278406583	4.33230601182189	4.33230601182189	4.2497802045528	4.41338975808201
203265_s_at	7.27289850486159	7.16735332797439	7.18906272793713	7.33583572306566	7.10435944903967	6.71461633534357
203266_s_at	8.45893703559744	8.44632554875766	8.42425741012677	8.37320268070002	8.17883239595436	8.06457318984978
203267_s_at	7.94790040063882	8.00940494320818	7.98950101991795	7.95817527273382	8.04927323793322	7.850094493504
203268_s_at	7.73876791071875	7.7126417072329	7.73876791071875	7.64644543508716	7.7135053721056	7.5085871987946
203269_at	9.8152638715201	9.71830011593389	9.75505448936599	9.54675258852362	9.48192742400555	9.68512801425845
203270_at	9.12459151931854	9.16222349372361	9.20254816653612	9.06142900162868	8.13081193783857	8.15049873836046
203271_s_at	7.83662374621567	7.81754525110434	7.8977001273176	7.75910637693698	7.72975445626981	7.67093124307478
203272_s_at	7.47857033792818	7.29195111819603	7.52581293090398	7.36875226681836	7.1251417426822	6.84743558934458
203273_s_at	6.71275706777483	6.64328446554513	6.72601691247118	6.90053238159033	6.59706080355892	6.45257451609621
203274_at	8.35505743637052	8.24551966367469	8.50827998574614	8.6335026058576	9.18941653390301	9.05283974893433
203275_at	6.51201630864795	6.95388250736416	6.60126778277332	6.9477856820868	7.58187129660033	7.2014260498761
